seconds_elapsed,accel_x,accel_y,accel_z,activity,sample_id
0.228844970703125,9.24855899810791,-0.0361914411187171,6.1526947021484375,standing,standing_01
0.24900146484375,9.265008926391602,-0.8078767657279968,6.108277797698975,standing,standing_01
0.25908154296875,9.274131774902344,-0.8155038952827454,6.099155426025391,standing,standing_01
0.26915966796875,9.279366493225098,-0.8274679780006409,6.093921184539795,standing,standing_01
0.279238525390625,9.277421951293944,-0.8439186215400696,6.092425346374512,standing,standing_01
0.289318115234375,9.26456069946289,-0.8653044700622559,6.092276096343994,standing,standing_01
0.29939697265625,9.24571704864502,-1.5704394578933716,6.092126369476318,standing,standing_01
0.30947607421875,9.21206760406494,-1.586740493774414,6.085695743560791,standing,standing_01
0.3195556640625,8.40329360961914,-1.6004992723464966,6.07896614074707,standing,standing_01
0.329635498046875,8.396265029907227,-1.6173985004425049,6.061767578125,standing,standing_01
0.33971435546875,8.389984130859375,-1.6362420320510864,6.033203125,standing,standing_01
0.34979345703125,8.381011009216309,-1.6525431871414185,5.09581470489502,standing,standing_01
0.359873046875,8.36874771118164,-1.6640585660934448,5.080111980438232,standing,standing_01
0.369952392578125,8.35453987121582,-1.6734803915023804,5.066652297973633,standing,standing_01
0.380031494140625,8.33554744720459,-1.6870895624160769,5.053342342376709,standing,standing_01
0.39011083984375,8.324629783630371,-1.695314884185791,5.0555853843688965,standing,standing_01
0.400190673828125,8.31161880493164,-1.7080267667770386,5.0638108253479,standing,standing_01
0.41026953125,8.294271469116211,-1.724028706550598,5.074877738952637,standing,standing_01
0.420347900390625,8.272137641906738,-1.7416757345199585,5.081906795501709,standing,standing_01
0.4304267578125,7.56505823135376,-1.7606687545776367,5.079214572906494,standing,standing_01
0.440505615234375,7.558627605438232,-1.7778671979904177,5.065156936645508,standing,standing_01
0.4505859375,7.544719219207764,-1.800299882888794,5.035097122192383,standing,standing_01
0.460665771484375,7.548308372497559,-1.8103199005126955,4.354189395904541,standing,standing_01
0.470744140625,7.567451000213623,-1.81645143032074,4.346562385559082,standing,standing_01
0.48082275390625,8.268548011779785,-1.82063889503479,4.341029167175293,standing,standing_01
0.49090185546875,8.302347183227539,-1.8245272636413572,4.337589263916016,standing,standing_01
0.50098095703125,9.266654014587402,-1.830808401107788,4.331756591796875,standing,standing_01
0.511060302734375,9.290283203125,-1.835594058036804,4.31725025177002,standing,standing_01
0.521139892578125,9.308528900146484,-1.84710955619812,4.284797668457031,standing,standing_01
0.5312197265625,9.331708908081056,-1.8533906936645508,3.387040376663208,standing,standing_01
0.541300048828125,9.350104331970217,-1.861167311668396,3.363560914993286,standing,standing_01
0.551379638671875,9.359675407409668,-1.870439529418945,2.6107189655303955,standing,standing_01
0.561458251953125,9.355637550354004,-1.883001923561096,2.58948278427124,standing,standing_01
0.57153662109375,9.335148811340332,-1.901845335960388,2.56046986579895,standing,standing_01
0.58161572265625,9.30329418182373,-1.9259231090545652,1.7315062284469604,standing,standing_01
0.591695068359375,8.390432357788086,-2.7023940086364746,1.728963851928711,standing,standing_01
0.6017744140625,8.380263328552246,-2.7112176418304443,1.744218111038208,standing,standing_01
0.61185400390625,8.370243072509766,-2.728116989135742,1.770240068435669,standing,standing_01
0.621932373046875,8.365457534790039,-2.7569804191589355,2.5996522903442383,standing,standing_01
0.632010986328125,8.358428955078125,-3.740131378173828,2.6223840713500977,standing,standing_01
0.64209033203125,8.348708152770996,-3.760619878768921,3.3155548572540283,standing,standing_01
0.652169189453125,8.335697174072266,-4.523780822753906,3.328565835952759,standing,standing_01
0.6622490234375,8.319694519042969,-4.554887294769287,3.3384361267089844,standing,standing_01
0.672327880859375,8.31700325012207,-4.584349155426025,3.3690943717956543,standing,standing_01
0.682407958984375,8.317451477050781,-5.4520463943481445,4.164109706878662,standing,standing_01
0.6924873046875,8.315506935119629,-5.464010715484619,4.156631946563721,standing,standing_01
0.702564697265625,8.313114166259766,-5.480461120605469,4.1343488693237305,standing,standing_01
0.71264306640625,8.316703796386719,-5.50229549407959,3.2512478828430176,standing,standing_01
0.722722412109375,8.334650039672852,-5.522185802459717,3.2338998317718506,standing,standing_01
0.73280029296875,8.358129501342773,-5.548507213592529,3.2161030769348145,standing,standing_01
0.7428779296875,8.361419677734375,-5.569593906402588,3.19441819190979,standing,standing_01
0.752955810546875,8.352147102355957,-6.405287265777588,2.469841718673706,standing,standing_01
0.763034912109375,8.312067985534668,-6.415008068084717,2.4619154930114746,standing,standing_01
0.7731142578125,6.773931503295898,-6.425626277923584,2.459672212600708,standing,standing_01
0.783191650390625,5.920291900634766,-6.434748649597168,2.447857618331909,standing,standing_01
0.79326953125,5.879015922546387,-6.443572044372559,2.4151058197021484,standing,standing_01
0.80334765625,4.919942378997803,-6.460770606994629,1.2705888748168943,standing,standing_01
0.8134267578125,4.921737194061279,-6.47123908996582,1.24262273311615,standing,standing_01
0.82350537109375,4.939683437347412,-6.484399795532227,0.4241278171539306,standing,standing_01
0.833585205078125,5.6685967445373535,-6.4987568855285645,0.4148556292057037,standing,standing_01
0.843663818359375,5.7062835693359375,-6.517600059509277,0.4166502356529236,standing,standing_01
0.853741455078125,6.8880391120910645,-6.538238525390625,0.4281657040119171,standing,standing_01
0.863819580078125,6.92183780670166,-6.560970306396484,0.4458127617835998,standing,standing_01
0.873897705078125,7.805088520050049,-6.5847487449646,0.45957151055336,standing,standing_01
0.8839765625,7.82692289352417,-6.592525482177734,0.4826024174690246,standing,standing_01
0.894055908203125,7.856982707977295,-6.59357213973999,1.2201900482177734,standing,standing_01
0.90413427734375,8.844769477844238,-6.58848762512207,1.2345468997955322,standing,standing_01
0.9142119140625,8.878418922424316,-6.577420711517334,1.252044439315796,standing,standing_01
0.9242900390625,9.97582721710205,-6.560222148895264,1.263111233711243,standing,standing_01
0.934369140625,10.018449783325195,-6.537490367889404,1.2595219612121582,standing,standing_01
0.944448486328125,11.239387512207031,-6.5165534019470215,1.226321578025818,standing,standing_01
0.95452783203125,11.27363395690918,-5.650501251220703,0.3366402387619018,standing,standing_01
0.96460595703125,12.161970138549805,-5.635396480560303,0.310319185256958,standing,standing_01
0.974684814453125,12.178719520568848,-5.6153564453125,-0.4981557726860046,standing,standing_01
0.984763671875,12.194422721862791,-5.594718456268311,-0.5180460810661316,standing,standing_01
0.994843017578125,12.207134246826172,-5.577071189880371,-0.5451149344444275,standing,standing_01
