acc_x_mean,acc_y_mean,acc_z_mean,acc_x_std,acc_y_std,acc_z_std,acc_sma,corr_xy,corr_xz,corr_yz,dom_freq,spectral_energy,activity,sample_id,window_idx
0.035743991175408926,-0.18794801736412098,-0.22808817548258792,1.4401050713791392,0.7676178163612631,6.9826292749329735,1819.172179184569,-0.3327517268567377,0.7772445950541799,-0.06030197920488812,0.0,26454.946100130535,jumping,jumping_01,0
-0.026152771068421878,-0.14448113051166808,-0.08850889690416362,1.3917482482562866,0.8637544564618801,7.290074165379298,2022.3849272618422,-0.5074604998857303,0.8329695464447121,-0.33512615717188327,0.0,30370.524981538754,jumping,jumping_01,1
-0.041571819948417285,-0.18321031187810252,-0.279811181731132,1.2020011092025442,1.0515014825075673,6.364617830441436,1770.4023528150487,-0.7254825448433052,0.8169221317075394,-0.6767746243778642,0.0,23383.24439827028,jumping,jumping_01,2
0.05162766494196183,-0.09527414185427716,-0.4501584176188048,1.0246180285032014,0.6910679304871872,7.203640955275142,1915.8029263416347,-0.17896641469811214,0.7558186865136247,0.005752301525711131,0.0,28299.439483604707,jumping,jumping_02,0
0.10815009828962813,-0.16161422606965264,-0.20296507944287678,1.005363734747709,0.6067194106375392,6.668157935028121,1828.7623896523933,-0.41893111534207905,0.7083265927305323,-0.14816871220065664,0.0,24907.466772265157,jumping,jumping_02,1
0.0259860075127021,-0.24419215662817922,-0.13934098194978575,1.0687793112918225,0.6749545684518313,5.904927570808735,1631.6254360086616,-0.3802456362108282,0.7384694987931424,-0.10401354882909757,0.0,19824.1871812553,jumping,jumping_02,2
-0.08572069439033554,-0.16897124193710766,-0.39648464606126277,1.1940140847292173,0.9036597027465582,7.697927191544829,2009.5476036108782,-0.39454175843965184,0.7790807652704613,-0.2680675221735337,0.0,31935.906772706923,jumping,jumping_03,0
0.010836083289679605,-0.18604923588661162,-0.17008456391164126,1.1008501731076288,0.7784070312475725,7.59583518274129,2043.2928882005385,-0.6233597969033312,0.8275191559829391,-0.5684675730476381,0.0,31764.5122336146,jumping,jumping_03,1
-0.0706549244016384,-0.2526210024878583,-0.17327784034020743,1.078617088074811,0.807001236038736,6.888488281850903,1881.8851209034005,-0.5757026489029287,0.8079695716505007,-0.500303400947987,0.0,26594.90175051172,jumping,jumping_03,2
0.0908148092789588,-0.2194441650067212,-0.2737897000622829,1.4035339781477585,0.8472083012878253,7.692041007262229,2056.032652923037,-0.3685723875688816,0.74646788250643,-0.333071714243917,0.0,32657.454304100094,jumping,jumping_04,0
0.04902688346309461,-0.19475395205005774,-0.19885304052379713,1.171077618738438,0.8221988530317175,7.116822692654703,1935.2920005731844,-0.5695761013786491,0.6864907624646075,-0.7113517261399486,0.0,28295.691753670595,jumping,jumping_04,1
0.06526611657462163,-0.274898342429104,-0.2138674287336484,1.1615002740830758,0.8608189635612984,6.695509841835829,1824.0704768310688,-0.5639586892419858,0.665450845496538,-0.689009666142985,0.0,25184.774130838392,jumping,jumping_04,2
0.17023387394776476,-0.2379263658953818,-0.5771596305302825,1.4446757025178172,1.268356085933342,6.758389549041567,1874.0208673709603,-0.4733990165586857,0.8365381678192622,-0.34552457043468315,0.0,26622.60270219878,jumping,jumping_05,0
0.15795291690793598,-0.29465202897164167,-0.21464545286809827,1.2923213971305432,1.127944373302334,6.617080416468104,1845.6662221618894,-0.7107595584806198,0.8124763523649308,-0.5791382605068732,0.0,25403.164485097746,jumping,jumping_05,1
0.12618276764176248,-0.22969297665294205,-0.15307238384143193,1.1768823194903095,1.1703921377913207,6.024804828033098,1671.4038903082671,-0.76975576311648,0.7922921363947466,-0.6211104244114847,0.0,21039.750231047117,jumping,jumping_05,2
0.08013430467941016,-0.3101144316336265,-0.2818796026659991,1.4834216861235126,0.9107093583033425,7.5875958781119355,2005.9930817917177,-0.07447556967686547,0.7944438040546702,-0.09616124306482171,0.0,31616.874235534648,jumping,jumping_06,0
0.09218841487896694,-0.36593002354988713,-0.1509010046717004,1.3193427396096025,0.9240639484036643,7.545185082598099,2095.7424158618187,-0.39753064120046,0.7999532377234739,-0.3832021803300143,0.0,32526.198608184164,jumping,jumping_06,1
0.0836434561609775,-0.3770753525096048,-0.15696781032479445,1.3382022119977788,0.8918327532572409,7.110251259785981,1984.815754075844,-0.6649304403654048,0.8501033359382164,-0.5629469077445115,0.0,29107.83916764328,jumping,jumping_06,2
-0.1388864318367918,0.06444270208731565,0.12773512133511908,4.583054466607492,1.374122043081578,8.885553587536851,2666.64751407776,0.37623742649388686,0.7322481171471674,0.1177230320824622,0.0,54224.256248375175,jumping,jumping_07,0
-0.3085288505433613,0.1522679951861167,-0.13242582907905712,5.28773920898042,1.458389591114976,9.583181013260187,2929.45306854545,0.3936880063281341,0.6848353525761625,-0.014899040100897102,0.0,65171.621308735484,jumping,jumping_07,1
-0.4493663247486038,0.1681545810038236,-0.19589537545384583,5.272852199225811,1.5124348308918023,9.975010635006079,3004.5306470292107,0.42863980856771855,0.6371711442678711,0.09716236708987082,0.0,68990.84804614473,jumping,jumping_07,2
-0.3465723709379966,0.30907029949556036,-0.44113581815039943,4.584640118636156,2.2232002613248447,10.086041021764354,2929.5967804710394,0.752582605168934,0.7135457032401985,0.6898035538505113,0.0,66974.24320405032,jumping,jumping_08,0
-0.313030383073706,0.3087767548214872,-0.19570811660899826,5.070061558016246,2.0836702428584064,10.650243257425528,3166.708638146005,0.6678166037835009,0.6649724531883551,0.6200916987701215,0.0,76475.6832042059,jumping,jumping_08,1
-0.36044852732184446,0.14701688956957085,-0.08577896587769679,4.791161068071412,1.6072907665412774,10.214263434238003,3051.1818068318325,0.5462840471197579,0.6233823645831681,0.5104927154071178,0.0,69989.17134314674,jumping,jumping_08,2
-0.38835284814532567,0.0313106391147157,-0.2673472488668541,4.631763526572254,1.9815087240270748,8.773906512077385,2637.316500218168,0.7808547370429737,0.7299306770041027,0.4590687610367452,0.0,53910.506479374184,jumping,jumping_09,0
-0.3898314340238328,0.02387473381679731,-0.11683256020419945,4.556433388832468,2.2071504072900043,8.972424957880888,2739.014716987348,0.8354708405981669,0.6983914013023278,0.5945140061330303,0.0,56853.52177824966,jumping,jumping_09,1
-0.26502320993865947,0.003090303053505938,-0.1929223951257914,4.091005111493169,2.055671431449127,8.778438781225677,2644.1690645096887,0.7776658589217544,0.6318263864618686,0.5732392352759587,0.0,52704.70906803617,jumping,jumping_09,2
-0.38500181896807323,0.07750471943783505,-0.3460395243140274,4.657963723235638,2.5570695094782887,9.588773459919238,2827.913496685688,0.8675481144040083,0.6937334655197728,0.7213666695910873,0.0,62731.090583288154,jumping,jumping_10,0
-0.3168914080900809,0.14131292355023886,-0.06467470693790277,5.151580335187991,2.4438342841159884,10.206796916515017,3034.775820323176,0.8645780907367354,0.7103125964725099,0.7252578341438882,0.0,71676.27023759276,jumping,jumping_10,1
-0.3990435750127538,0.055639814733875706,-0.05475637671062398,5.114408597968615,2.269241369993299,9.380248317751034,2851.827460724142,0.7907860980855212,0.6573029717874213,0.6891466821404346,0.0,62891.05239708291,jumping,jumping_10,2
-0.39043837468176834,-0.013222460839927412,-0.2798669015744889,4.263111734650291,2.1350471171882806,8.69101829086169,2570.7527150817095,0.8967016317610268,0.6956438303523278,0.7202628438761756,0.0,51529.18972617621,jumping,jumping_11,0
-0.31346237221094436,0.03995792667675992,0.06251677765608228,4.762625067895739,2.544887293624971,9.285195157774595,2858.62216930636,0.8930092204898024,0.7097658625048896,0.7767406886153673,0.0,61834.203599650755,jumping,jumping_11,1
-0.34137913668163417,0.021863518180768794,0.13882731274365379,4.5832828955569225,2.4071548922644785,8.85434380662555,2682.230336089876,0.8042636040149931,0.6724988301228259,0.7501218371607847,0.0,55532.39573358564,jumping,jumping_11,2
-0.4090099895210199,0.03427769337400183,-0.34346183377906375,4.835732239085027,2.362093715995558,8.92257577698302,2739.7327155982684,0.8164917774899981,0.628893101724531,0.596080272796229,0.0,57629.389205035135,jumping,jumping_12,0
-0.2971571139929379,0.019133853057820626,0.05106587614815102,5.274708365785299,2.508256562875895,9.150260392387642,2861.88834035099,0.7782654691530545,0.6155513639369936,0.6283224776568164,0.0,62628.32678066972,jumping,jumping_12,1
-0.13856530080660173,0.0697414384225877,0.026063158272506777,4.729338557424099,2.5977237975771645,9.287171289701378,2826.6923668097047,0.6786417712749782,0.4762084435653402,0.6644655657914812,0.0,61199.21044649447,jumping,jumping_12,2
-0.02521929647578238,-0.07735422417569852,-0.13851355786972594,0.06911106969977668,0.06827041286550763,0.1288571260892721,61.73537434527927,0.030491796547964387,0.025989570899013766,-0.18041349378977325,0.0,28.23964160603235,standing,standing_01,0
-0.032182295797702744,-0.04790306142567273,-0.1400206298733117,0.0785299596727366,0.05660265674886609,0.12885883107158108,60.33392521431836,-0.29333475107109086,0.18302844462543613,-0.21205413318283262,0.0,26.79100426424113,standing,standing_01,1
-0.034503153200712566,-0.03391400257927494,-0.1360536151503256,0.07639586951421895,0.05263454111594474,0.1112374942331797,55.764830296313704,-0.26082064742244565,0.03898100898406888,-0.062499109158095346,0.0,22.9010963238914,standing,standing_01,2
-0.031404518319721374,-0.02731738876174108,-0.13402555368660674,0.06287102146713269,0.049368425235409664,0.09427797608318633,50.62425088124044,-0.01912668590076903,0.0520816656575679,-0.0005001659350235587,0.0,19.02198910400691,standing,standing_01,3
-0.02227175510919733,-0.018655639247930653,-0.12425688460088215,0.08497090676590399,0.0891973305898024,0.22233297661185256,74.66862915317378,-0.3375984466458187,0.03945464155626167,-0.1758039259572386,0.0,42.81484114836816,standing,standing_02,0
-0.02385871046338504,-0.022454259809984143,-0.1430052849472969,0.07110126497240983,0.0670684977408766,0.174334860136692,64.1848950527788,-0.31631663032387836,0.19463168068844575,-0.4649911861367178,0.0,32.14229180774033,standing,standing_02,1
-0.02856130577414327,-0.015257572608569865,-0.14173146856142166,0.06794428544047333,0.059777266630557206,0.13183995254830486,56.701928275201126,-0.13563218534213556,0.35802363763386885,-0.27293507867972194,0.0,24.707875797891163,standing,standing_02,2
-0.029477000995847897,-0.018936308687271523,-0.14270615881247406,0.07538087684149541,0.06045370197238423,0.12103860214036724,56.64188413536645,-0.09757091314267531,0.21615008581766115,-0.24834650730940638,0.0,24.34889343584177,standing,standing_02,3
