overall_accuracy,mean_log_probability,standing_precision,standing_recall,standing_f1,walking_precision,walking_recall,walking_f1,jumping_precision,jumping_recall,jumping_f1,still_precision,still_recall,still_f1
0.2571428571428571,-6.753721008564983,0.2571428571428571,1.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
